"LEVEES
DE FONDS",DATE,"LIEN VERS
ANNUAIRE","LIEN VERS SITE
INTERNET"
"AIRCALL lève 730 000 euros auprès de NEWFUND, BUSINESS ANGELS","juillet
2015",AIRCALL,AIRCALL
"ARGONAUTES lève 8,35 millions d'euros auprès de ARKEON FINANCE","juillet
2015",ARGONAUTES,ARGONAUTES
BACK MARKET lève 300 000 euros auprès de BUSINESS ANGELS,"juillet
2015",BACK MARKET,BACK MARKET
"BIOCYTE lève 2,3 millions d'euros auprès de AUDACIA","juillet
2015",IPV BIOCYTE,BIOCYTE
BOATERFLY lève 500 000 euros auprès d'investisseurs,"juillet
2015",BOATERFLY,BOATERFLY
CHOUETTE BOX lève 300 000 euros auprès de PARIS BUSINESS ANGELS,"juillet
2015",CHOUETTE BOX,CHOUETTE BOX
"CIRPAK lève 3 millions d'euros auprès de MIDI CAPITAL, BPIFRANCE","juillet
2015",CIRPAK,CIRPAK
"CLIC AND WALK lève 3,5 millions d'euros auprès de BREEGA CAPITAL, BPIFRANCE, CITA INVESTISSEMENT","juillet
2015",CLIC AND WALK,CLIC AND WALK
DIVERCHIM lève 725 000 euros auprès de STARQUEST,"juillet
2015",DIVERCHIM,DIVERCHIM
ELIGO BIOSCIENCES lève 2 millions d'euros auprès de SEVENTURE,"juillet
2015",ELIGO BIOSCIENCES,ELIGO BIOSCIENCES
"ENGLISH ATTACK lève 900 000 euros auprès de CAP DECISIF MANAGEMENT, FRCI, BPIFRANCE, BUSINESS ANGELS","juillet
2015",ENGLISH ATTACK,ENGLISH ATTACK
"FAMOCO lève 4 millions d'euros auprès de HI INNOV, BPIFRANCE, AURINVEST","juillet
2015",FAMOCO,FAMOCO
FOSBURIT lève 320 000 euros auprès de PARIS BUSINESS ANGELS,"juillet
2015",FOSBURIT,FOSBURIT
"GENYMOBILE lève 7 millions d'euros auprès de ALVEN CAPITAL, BPIFRANCE","juillet
2015",GENYMOBILE,GENYMOBILE
"GLOBALLIANCE lève 1,42 million d'euros auprès de OTC AGREGATOR","juillet
2015",GLOBALLIANCE,GLOBALLIANCE
"GUESTTOGUEST lève 1 million d'euros auprès de MAIF, BUSINESS ANGELS","juillet
2015",GUESTTOGUEST,GUESTTOGUEST
GYMLIB lève 1 million d'euros auprès d'investisseurs,"juillet
2015",GYMLIB,GYMLIB
HEADOO lève 520 000 euros auprès de BPIFRANCE,"juillet
2015",HEADOO,HEADOO
"HOLIMETRIX et DBI lève 3,5 millions d'euros auprès de IRIS CAPITAL, A PLUS FINANCE, SIPAREX, JAINA CAPITAL","juillet
2015",HOLIMETRIX et DBI,HOLIMETRIX et DBI
HOWTANK lève 170 000 euros auprès de KERNEL CAPITAL,"juillet
2015",HOWTANK,HOWTANK
"IZBERG MARKETPLACE lève 1,5 million d'euros auprès de ALVEN CAPITAL","juillet
2015",IZBERG MARKETPLACE,IZBERG MARKETPLACE
JOGG.IN lève 280 000 euros auprès de BPIFRANCE,"juillet
2015",JOGG.IN,JOGG.IN
"MAILJET lève 10 millions d'euros auprès de IRIS CAPITAL, SEVENTURE, ALVEN CAPITAL","juillet
2015",MAILJET,MAILJET
"MEDIATECH lève 2,5 millions d'euros auprès de BPIFRANCE, BUSINESS ANGELS","juillet
2015",MEDIATECH,MEDIATECH
"MIRAKL lève 18,3 millions d'euros auprès de ELAIA PARTNERS, FELIX CAPITAL","juillet
2015",MIRAKL,MIRAKL
PRODWAYS lève 25 millions d'euros auprès de FIMALAC,"juillet
2015",PRODWAYS,PRODWAYS
PYDIO lève 720 000 euros auprès de XLR CAPITAL,"juillet
2015",PYDIO,PYDIO
SAILENDRA lève 300 000 euros auprès de INSTITUT LORRAIN DE PARTICIPATION,"juillet
2015",SAILENDRA,SAILENDRA
"SEFAIREAIDER.COM lève 4,5 millions d'euros auprès de TF1, CLEARCHANNEL","juillet
2015",SEFAIREAIDER.COM,SEFAIREAIDER.COM
"SEWAN COMMUNICATIONS lève 2,5 millions d'euros auprès de AUDACIA","juillet
2015",SEWAN COMMUNICATIONS,SEWAN COMMUNICATIONS
SLIMPAY lève 15 millions d'euros auprès de PRIME VENTURES,"juillet
2015",SLIMPAY,SLIMPAY
SMIIRL lève 400 000 euros auprès de BUSINESS ANGELS,"juillet
2015",SMIIRL,SMIIRL
"TALENT.IO lève 2 millions d'euros auprès de ALVEN CAPITAL, ELAIA PARTNERS, VENTECH, BUSINESS ANGELS","juillet
2015",TALENT.IO,TALENT.IO
"VIDEOSTITCH lève 2 millions d'euros auprès de ALVEN CAPITAL, BUSINESS ANGELS","juillet
2015",VIDEOSTITCH,VIDEOSTITCH
WEPOPP lève 200 000 euros auprès d'investisseurs,"juillet
2015",WEPOPP,WEPOPP
"WISTIKI lève 1,5 million d'euros auprès d'investisseurs","juillet
2015",WISTIKI,WISTIKI
"YOOJI lève 3,5 millions d'euros auprès de AQUITI GESTION","juillet
2015",YOOJI,YOOJI
YOUPASS lève 2 millions d'euros auprès de BPIFRANCE,"juillet
2015",YOUPASS,YOUPASS
"EXAGAN lève 5,7 millions d'euros auprès de INNOVACOM, CM-CIC INVESTISSEMENT, IRDINOV, CEA INVESTISSEMENT, SOITEC","juin
2015",EXAGAN,EXAGAN
"OPEN OCEAN lève 1,6 million d'euros auprès de SEVENTURE, CAPDECISIF MANAGEMENT, FORCE 29, BPIFRANCE","juin
2015","OPEN
OCEAN",OPEN OCEAN
BLACK CROWS lève 3 millions d'euros auprès de BUSINESS ANGELS,"juin
2015","BLACK
CROWS",BLACK CROWS
DEVIALET lève 25 millions d'euros auprès de BUSINESS ANGELS,"juin
2015",DEVIALET,DEVIALET
"EFOUNDERS lève 5,4 millions d'euros auprès de BUSINESS ANGELS","juin
2015",EFOUNDERS,EFOUNDERS
"MOBILE ANGELO lève 500 000 euros auprès de GROUPE IRD, IRIS INFORMATIQUE","juin
2015",MOBILE ANGELO,MOBILE ANGELO
"MON CAVISTE A LA MAISON lève 1,2 million d'euros auprès de ARKEA CPAITAL, FONDS IDEE, BPIFRANCE","juin
2015","MON
CAVISTE A LA MAISON",MON CAVISTE A LA MAISON
"SNIPS lève 5,6 millions d'euros auprès de THE HIVE, ENIAC, 500 STARTUPS, BUSINESS ANGELS, BPIFRANCE","juin
2015",SNIPS,SNIPS
"ACTILITY lève 22,8 millions d'euros auprès de BPIFRANCE, IDINVEST, TRUFFLE CAPITAL, ORANGE, FOXCONN, KPN","juin
2015",ACTILITY,ACTILITY
ADVANCED ACCELERATOR APPLICATIONS lève 23 millions d'euros auprès d'investisseurs,"juin
2015",ADVANCED ACCELERATOR APPLICATIONS,ADVANCED ACCELERATOR APPLICATIONS
"ALEDIA lève 28,4 millions d'euros auprès de BPIFRANCE, VALEO, IKEA, SOFINNOVA, DEMETER PARTNERS","juin
2015",ALEDIA,ALEDIA
"APIX ANALYTICS lève 3,7 millions d'euros auprès de CEA INVESTISSEMENT, RHONE ALPES CREATION, ENGIE, AIR LIQUIDE, EMERTEC","juin
2015",APIX ANALYTICS,APIX ANALYTICS
"APSI3D lève 1,5 million d'euros auprès de CEA INVESTISSEMENT","juin
2015",APSI3D,APSI3D
"BELIEVE DIGITAL lève 55 millions d'euros auprès de XANGE, VENTECH, TCV","juin
2015",BELIEVE DIGITAL,BELIEVE DIGITAL
BIBELIB lève 540 000 euros auprès de SOWEFUND,"juin
2015",BIBELIB,BIBELIB
"BIOSIMS TECHNOLOGIES lève 1,1 million d'euros auprès de GO CAPITAL","juin
2015",BIOSIMS TECHNOLOGIES,BIOSIMS TECHNOLOGIES
BLOCKBASE lève 800 000 euros auprès de SETEC INNOVATION,"juin
2015",BLOCKBASE,BLOCKBASE et BULLDOZAIR
"CHEERZ et PRINTKLUB et POLABOX lève 6 millions d'euros auprès de SERENA CAPITAL, BUSINESS ANGELS","juin
2015",CHEERZ et PRINTKLUB et POLABOX,CHEERZ et PRINTKLUB et POLABOX
CITIZEN CAPITAL lève 37 millions d'euros auprès d'investisseurs,"juin
2015",CITIZEN CAPITAL,CITIZEN CAPITAL
COURS CENTER lève 100 000 euros auprès d'investisseurs,"juin
2015",COURS-CENTER,COURS CENTER
CROCUS TECHNOLOGY lève 19 millions d'euros auprès d'investisseurs,"juin
2015",CROCUS TECHNOLOGY,CROCUS TECHNOLOGY
DROP DON'T PARK lève 300 000 euros auprès de NOTUS TECHNOLOGIES,"juin
2015",DROP DON'T PARK,DROP DON'T PARK
"EARLY BIRDS lève 450 000 euros auprès de FRED & FARID DIGITAL INVESTMENT FUND, FEMMES BUSINESS ANGELS, ESCP EUROPE BUSINESS ANGELS","juin
2015",EARLY BIRDS,EARLY BIRDS
"ECHY lève 1,5 million d'euros auprès de BUSINESS ANGELS","juin
2015",ECHY,ECHY
"FRIZBIZ lève des fonds auprès de BPIFRANCE, LEROY MERLIN","juin
2015",FRIZBIZ,FRIZBIZ
GO CAPITAL lève 100 millions d'euros auprès d'investisseurs,"juin
2015",GO CAPITAL,GO CAPITAL
HABITEO lève 3 millions d'euros auprès de SERENA CAPITAL,"juin
2015",HABITEO,HABITEO
"HELIOCLIM lève 1,8 million euros auprès d'investisseurs","juin
2015",HELIOCLIM,HELIOCLIM
HOTALERT lève 500 000 euros auprès d'investisseurs,"juin
2015",HOTALERT,HOTALERT
INNOV8 lève 24 millions d'euros auprès d'investisseurs,"juin
2015",INNOV8,INNOV8
"KEYCOOPT lève 1,2 million d'euros auprès de NORD FRANCE AMORCAGE, BUSINESS ANGELS","juin
2015",KEYCOOPT,KEYCOOPT
KEYNEOSOFT lève 1 million d'euros auprès de BPIFRANCE,"juin
2015",KEYNEOSOFT,KEYNEOSOFT
"LA RUCHE QUI DIT OUI lève 8 millions d'euros auprès de XANGE, QUADIA, FELIX CAPITAL, UNION SQUARE VENTURES","juin
2015",LA RUCHE QUI DIT OUI,LA RUCHE QUI DIT OUI
LIBRINOVA lève 350 000 euros auprès de BUSINESS ANGELS,"juin
2015",LIBRINOVA,LIBRINOVA
"MEDICAPP CONNECT lève 450 000 euros auprès de INVESTESSOR, ANGELS SANTE, FEMME BUSINESS ANGELS, WELIKESTARTUP","juin
2015",MEDICAPP CONNECT,MEDICAPP CONNECT
MILL ENGINE lève 210 000 euros auprès de BUSINESS ANGELS,"juin
2015",MILL ENGINE,MILL ENGINE
MUSIC STORY lève 600 000 euros auprès de BUSINESS ANGELS,"juin
2015",MUSIC STORY,MUSIC STORY
MY TAILOR IS FREE lève 200 000 euros auprès d'investisseurs,"juin
2015","MY
TAILOR IS FREE",MY TAILOR IS FREE
NUBIO lève 370 000 euros auprès de BUSINESS ANGELS,"juin
2015",NUBIO,NUBIO
ONOFF APP lève 2 millions d'euros auprès d'investisseurs,"juin
2015",ONOFF APP,ONOFF APP
"OPENDATASOFT lève 1,5 million d'euros auprès de AURINVEST","juin
2015",OPENDATASOFT,OPENDATASOFT
OUICAR et ZILOK AUTO lève 28 millions d'euros auprès de SNCF,"juin
2015",OUICAR et ZILOK AUTO,OUICAR et ZILOK AUTO
OUISTOCK lève 600 000 euros auprès de BUSINESS ANGELS,"juin
2015",OUISTOCK,OUISTOCK
"OWNPAGE lève 400 000 euros auprès de PARIS BUSINESS ANGELS, IT ANGELS, ISOURCE","juin
2015",OWNPAGE,OWNPAGE
PANDACRAFT lève 330 000 euros auprès de SMARTANGELS,"juin
2015",PANDACRAFT,PANDACRAFT
PATATAM lève 700 000 euros auprès de BUSINESS ANGELS,"juin
2015",PATATAM,PATATAM
"PAYINTECH lève 1,1 million d'euros auprès de CAP DECISIF MANAGEMENT, FA DIESE","juin
2015",PAYINTECH,PAYINTECH
"PLAYGROUND lève 500 000 euros auprès de HERRIKOA, GASCOGNE DEVELOPPEMENT","juin
2015",PLAYGROUND,PLAYGROUND
PUMPKIN lève 600 000 euros auprès de BUSINESS ANGELS,"juin
2015",PUMPKIN,PUMPKIN
"QOWISIO lève 10 millions d'euros auprès de OUEST CROISSANCE, GO C APITAL, BNP PARIBAS, PAYS DE LA LOIRE DEVELOPPEMENT","juin
2015",QOWISIO,QOWISIO
QUADRILLE CAPITAL lève 65 millions d'euros auprès d'investisseurs,"juin
2015",QUADRILLE CAPITAL,QUADRILLE CAPITAL
"REPUTATION VIP lève 2 millions d'euros auprès de BPIFRANCE, BUSINESS ANGELS","juin
2015",REPUTATION VIP,REPUTATION VIP
"ROBOCATH lève 900 000 euros auprès de GO CAPITAL, NORMANDIE CAPITAL INVESTISSEMENT","juin
2015",ROBOCATH,ROBOCATH
"S4M et SOLUTION FOR MOBILE lève 6 millions d'euros auprès de ENTREPRENEUR VENTURE, BPIFRANCE","juin
2015",S4M et SOLUTION FOR MOBILE,S4M et SOLUTION FOR MOBILE
"SCALLOG lève 1,7 million d'euros auprès d'investisseurs","juin
2015",SCALLOG,SCALLOG
SEMEUBLER.COM lève 170 000 euros auprès de LOVE MONEY,"juin
2015",SEMEUBLER.COM,SEMEUBLER.COM
"SKETCHFAB lève 6,4 millions d'euros auprès de BALDERTON, PARTECH, BOREALIS","juin
2015",SKETCHFAB,SKETCHFAB
"SMALLABLE lève 500 000 euros auprès de SIGMA GESTION, AURINVEST","juin
2015",SMALLABLE,SMALLABLE
SOMHOME lève 500 000 euros auprès de BUSINESS ANGELS,"juin
2015",SOMHOME,SOMHOME
SQUADRONE SYSTEM lève 3 millions d'euros auprès d'investisseurs,"juin
2015",SQUADRONE SYSTEM,SQUADRONE SYSTEM
"TEXTMASTER lève 4 millions d'euros auprès de ALVEN CAPITAL, SERENA CAPITAL","juin
2015",TEXTMASTER,TEXTMASTER
THEATRE IN PARIS lève 100 000 euros auprès d'investisseurs,"juin
2015",THEATRE IN PARIS,THEATRE IN PARIS
THERACLION lève 4 millions d'euros auprès de TRUFFLE CAPITAL,"juin
2015",THERACLION,THERACLION
TOOFRUIT lève 473 000 euros auprès de SMARTANGELS,"juin
2015",TOOFRUIT,TOOFRUIT
TRAMPOLINN lève 500 000 euros auprès de ANAXAGO,"juin
2015",TRAMPOLINN,TRAMPOLINN
TRIACYS lève 467 000 euros auprès de SMARTANGELS,"juin
2015",TRIACYS,TRIACYS
"VEKIA lève 2,4 millions d'euros auprès de CAP HORN INVEST, PLEIADE VENTURE","juin
2015",VEKIA,VEKIA
"VOGO lève 4 millions d'euros auprès de SORIDEC, BUSINESS ANGELS","juin
2015",VOGO,VOGO
"WINGIT lève 2,2 millions d'euros auprès de RHONE ALPES CREATION, GRENOBLE ANGELS","juin
2015",WINGIT,WINGIT
"YOMONI lève 3,5 millions d'euros auprès de CREDIT MUTUEL ARKEA, IENA VENTURE","juin
2015",YOMONI,YOMONI
YOOPIES lève des fonds auprès de BABILOU,"juin
2015",YOOPIES,YOOPIES
WEDOOGIFT lève 500 000 euros auprès de BUSINESS ANGELS,"mai
2015",WEDOOGIFT,WEDOOGIFT
"LUCIBEL lève 4,4 millions d'euros auprès d'investisseurs","mai
2015",LUCIBEL,LUCIBEL
"ADIPSYS lève 700 000 euros auprès de FA DIESE, PACA INVESTISSEMENTNESTADIO","mai
2015",ADIPSYS,ADIPSYS
TECH4TEAM lève 250 000 euros auprès de BUSINESS ANGELS,"mai
2015",TECH4TEAM,TECH4TEAM
AMOGADO lève 150 000 euros auprès de BUSINESS ANGELS,"mai
2015",AMOGADO,AMOGADO
ASP64 lève 270 000 euros auprès d'investisseurs,"mai
2015",ASP64,ASP64
"JAM et BLACKBIRD lève 330 000 euros auprès de BUSINESS ANGELS, L'ANGE BASILE","mai
2015",JAM et BLACKBIRD,JAM et BLACKBIRD
UPLIKE lève 500 000 euros auprès de BUSINESS ANGELS,"mai
2015",UPLIKE,UPLIKE
"CLEVERMATE lève 100 000 euros auprès de BUSINESS ANGELS, L'ANGE BASILE","mai
2015",CLEVERMATE,CLEVERMATE
"EDXACT lève 2,34 millions d'euros auprès d'investisseurs","mai
2015",EDXACT,EDXACT
"PRETTY FUN THERAPY lève 205 000 euros auprès de BUSINESS ANGELS, FEMMES BUSINESS ANGELS, INVESTESSOR","mai
2015",PRETTY FUN THERAPY,
"SEFAS INNOVATION lève 3,42 millions d'euros auprès d'investisseurs","mai
2015",SEFAS INNOVATION,SEFAS INNOVATION
"DIGITALEO lève 4 millions d'euros auprès de BUSINESS ANGELS, GO CAPITALISAI","mai
2015",DIGITALEO,DIGITALEO
LE SLIP FRANCAIS lève 2 millions d'euros auprès d'investisseurs,"mai
2015",LE SLIP FRANCAIS,LE SLIP FRANCAIS
SAMBOAT lève 250 000 euros auprès de BUSINESS ANGELS,"mai
2015",SAMBOAT,SAMBOAT
"OMNIKLES lève 3,6 millions d'euros auprès d'investisseurs","mai
2015",OMNIKLES,OMNIKLES
"AGENCE BMOBILE lève 1 million d'euros auprès de FINORPA, BUSINESS ANGELS","mai
2015",AGENCE BMOBILE,AGENCE BMOBILE
"ALGOLIA lève 16,7 millions d'euros auprès de ACCEL PARTNERS","mai
2015",ALGOLIA,ALGOLIA
"BIOSERENITY lève 3 millions d'euros auprès de IDINVEST, KURMA DIAGNOSTICS","mai
2015",BIOSERENITY,BIOSERENITY
BRETAGNE TELECOM lève des fonds auprès de AMUNDI PRIVATE EQUITY,"mai
2015",BRETAGNE TELECOM,BRETAGNE TELECOM
"CLEENG lève 1,1 million d'euros auprès de BUSINESS ANGELS","mai
2015",CLEENG,CLEENG
ECHOSENS lève 30 millions d'euros auprès de CATHAY CAPITAL,"mai
2015",ECHOSENS,ECHOSENS
"FILECHAT lève 2,7 millions d'euros auprès de BUSINESS ANGELS","mai
2015",FILECHAT,FILECHAT
"GRIDBEE COMMUNICATIONS lève 2 millions d'euros auprès de PACA INVESTISSEMENT, R2V, BUSINESS ANGELS","mai
2015",GRIDBEE COMMUNICATIONS,GRIDBEE COMMUNICATIONS
"HOPWORK lève 1,5 million d'euros auprès de ISAI","mai
2015",HOPWORK,HOPWORK
IDINVEST PARTNERS lève 140 millions d'euros auprès d'investisseurs,"mai
2015",IDINVEST PARTNERS,IDINVEST PARTNERS
"ITRUST lève 1 million d'euros auprès de BUSINESS ANGELS, JAINA, KIMA VENTURES","mai
2015",ITRUST,ITRUST
"KANTOX lève 10 millions d'euros auprès de PARTECH, IDINVEST","mai
2015",KANTOX,KANTOX
"KOBOJO lève 6,4 millions d'euros auprès de ENDEAVOUR VISION CAPITAL","mai
2015",KOBOJO,KOBOJO
LOGMATIC.IO lève 900 000 euros auprès de ISAI,"mai
2015",LOGMATIC.IO,LOGMATIC.IO
MOTOSPORT lève des fonds auprès de TEAM CHINA RACING,"mai
2015",MOTOSPORT,MOTOSPORT
MULTIX lève 3 millions d'euros auprès de ACE MANAGEMENT,"mai
2015",MULTIX,MULTIX
SERIOUS FACTORY lève 1 million d'euros auprès de INVESTESSOR,"mai
2015",SERIOUS FACTORY,SERIOUS FACTORY
SHOWROOMPRIVE lève 65 millions d'euros auprès d'investisseurs,"mai
2015",SHOWROOMPRIVE,SHOWROOMPRIVE
SUBLIME SKINZ lève 6 millions d'euros auprès de ISAI,"mai
2015",SUBLIME SKINZ,SUBLIME SKINZ
TWENGA lève 10 millions d'euros auprès de IDINVEST,"mai
2015",TWENGA,TWENGA
GAIDDON SOFTWARE lève 350 000 euros auprès de WISEED,"avril
2015",GAIDDON SOFTWARE,GAIDDON SOFTWARE
"MEDIABONG lève 3 millions d'euros auprès de ENTREPRENEUR VENTURE, JAINA","avril
2015",MEDIABONG,MEDIABONG
DEMOOZ lève 210 000 euros auprès de BPIFRANCE,"avril
2015",DEMOOZ,DEMOOZ
GUESTTOGUEST lève 4 millions d'euros auprès de MAIF,"avril
2015",GUESTTOGUEST,GUESTTOGUEST
"CAVISSIMA lève 700 000 euros auprès de CROWDFUNDING, WISEED","avril
2015",CAVISSIMA,CAVISSIMA
INCUBATEUR NUMA PARIS lève des fonds auprès d'investisseurs,"avril
2015",INCUBATEUR NUMA PARIS,INCUBATEUR NUMA PARIS
V MOTECH lève 1 million d'euros auprès de NEWFUND,"avril
2015",V MOTECH,V MOTECH
"BIBOARD lève 2 millions d'euros auprès de SIGMA, BPIFRANCE","avril
2015",BIBOARD,BIBOARD
BROCANTELAB lève 500 000 euros auprès de FUNDME,"avril
2015",BROCANTELAB,BROCANTELAB
BUBBLZ lève 130 000 euros auprès d'investisseurs,"avril
2015",BUBBLZ,BUBBLZ
PLEEK lève 500 000 euros auprès de PARTECH,"avril
2015",PLEEK,PLEEK
RADIOOOOO lève 500 000 euros auprès de BUSINESS ANGELS,"avril
2015",RADIOOOOO,RADIOOOOO
"DOCKER lève 85,5 millions d'euros auprès d'investisseurs","avril
2015",DOCKER,DOCKER
"INCUBATEUR AXELEO lève 2,3 millions d'euros auprès de BPIFRANCE","avril
2015",INCUBATEUR AXELEO,INCUBATEUR AXELEO
SWAPCARD lève 500 000 euros auprès de BUSINESS ANGELS,"avril
2015",SWAPCARD,SWAPCARD
"ANIMALBOX WOUFBOX MIAOUBOX lève 1,2 million d'euros auprès de L'ACCELERATEUR, ANAXAGO","avril
2015",ANIMALBOX WOUFBOX MIAOUBOX,ANIMALBOX WOUFBOX MIAOUBOX
R & DRONE lève 600 000 euros auprès de BUSINESS ANGELS,"avril
2015",R & DRONE,R & DRONE
VIVALING lève 350 000 euros auprès d'investisseurs,"avril
2015",VIVALING,VIVALING
CROSSTALENT lève 325 000 euros auprès de INVESTESSOR,"avril
2015",CROSSTALENT,CROSSTALENT
AFFINITY ENGINE lève 550 000 euros auprès de BUSINESS ANGELS,"avril
2015",AFFINITY ENGINE,AFFINITY ENGINE
ISAI lève 55 millions d'euros auprès d'investisseurs,"avril
2015",ISAI,ISAI
TAGAWINE lève 255 000 euros auprès d'investisseurs,"avril
2015",TAGAWINE,TAGAWINE
TAKE EAT EASY lève 6 millions d'euros auprès d'investisseurs,"avril
2015",TAKE EAT EASY,TAKE EAT EASY
"MAGENCY DIGITAL lève 3 millions d'euros auprès de ALLIANCE ENTREPRENDRE, CM CIC, SIGMA, BPIFRANCE","avril
2015",MAGENCY DIGITAL,MAGENCY DIGITAL
HELLOCASA lève 500 000 euros auprès de BUSINESS ANGELS,"avril
2015",HELLOCASA,HELLOCASA
"STUDY QUIZZ lève 600 000 euros auprès de BUSINESS ANGELS, FEMMES BUSINESS ANGELS","avril
2015",STUDY QUIZZ,STUDY QUIZZ
KWAGA lève 900 000 euros auprès de BUSINESS ANGELS,"avril
2015",KWAGA,KWAGA et EVERCONTACT et WRITETHAT.NAME
"RENDEZVOUSCHEZNOUS lève 637 000 euros auprès de PROVENCE BUSINESS ANGELS, PACA INVESTISSEMENT","avril
2015",RENDEZVOUSCHEZNOUS,RENDEZVOUSCHEZNOUS
POPLIDAYS lève 3 millions d'euros auprès de CREDIT AGRICOLE,"avril
2015",POPLIDAYS,POPLIDAYS
OREKA SOLUTIONS lève 475 000 euros auprès de SORIDEC,"avril
2015",OREKA SOLUTIONS,OREKA SOLUTIONS
WHERES JENNY lève des fonds auprès de 5M VENTURES,"avril
2015",WHERES JENNY,WHERES JENNY
"DRIVY et VOITURELIB lève 8 millions d'euros auprès de INDEX VENTURES, ALVEN, BPIFRANCE","avril
2015",DRIVY et VOITURELIB,DRIVY et VOITURELIB
JOGG.IN lève 340 000 euros auprès de BUSINESS ANGELS,"avril
2015",JOGG.IN,JOGG.IN
"SCULPTEO lève 5 millions d'euros auprès de XANGE, CREADEV","avril
2015",SCULPTEO,SCULPTEO
"FORCE-A lève 2,05 millions d'euros auprès de AMUNDI PRIVATE EQUITY","avril
2015",FORCE-A,FORCE-A
"FREEMO lève 600 000 euros auprès de BUSINESS ANGELS, CREDIT AGRICOLE","avril
2015",FREEMO,FREEMO
ISCOOL ENTERTAINMENT lève 830 000 euros auprès d'investisseurs,"avril
2015",ISCOOL ENTERTAINMENT,ISCOOL ENTERTAINMENT
LUNETTES POUR TOUS lève 1 million d'euros auprès de BUSINESS ANGELS,"avril
2015","LUNETTES
POUR TOUS",LUNETTES POUR TOUS
"OCTO TECHNOLOGY lève 4,1 millions d'euros auprès d'investisseurs","avril
2015",OCTO TECHNOLOGY,OCTO TECHNOLOGY
REDBIRD lève 2 millions d'euros auprès d'investisseurs,"avril
2015",REDBIRD,REDBIRD
"STAROFSERVICE lève 1,5 million d'euros auprès de BUSINESS ANGELS","avril
2015",STAROFSERVICE,STAROFSERVICE
"STOOTIE et TOKUP.FR lève 1,2 million d'euros auprès de CAPDECISIF MANAGEMENT","avril
2015",STOOTIE et TOKUP.FR,STOOTIE et TOKUP.FR
ADOCIA lève 32 millions d'euros auprès d'investisseurs,"mars
2015",ADOCIA,ADOCIA
BALYO lève 10 millions d'euros auprès de SEVENTURE,"mars
2015",BALYO,BALYO
EASY CARTOUCHE lève des fonds en media for equity auprès de 5M VENTURES,"mars
2015",EASY CARTOUCHE,EASY CARTOUCHE
"SEVENHUGS lève 1,5 million d'euros auprès de BUSINESS ANGELS DES GRANDES ECOLES, FEMMES BUSINESS ANGELS, INVESTESSOR, CAPDECISIF MANAGEMENT, FRCI","mars
2015",SEVENHUGS,SEVENHUGS
"AUGURE lève 15 millions d'euros auprès de AGREGATORAMUNDI PRIVATE EQUITY, SEVENTURE, SERENA, VENTECH, OTC ASSET MANAGEMENT, BPIFRANCE","mars
2015",AUGURE,AUGURE
"LENDIX lève 3,2 millions d'euros auprès de BUSINESS ANGELS","mars
2015",LENDIX,LENDIX
PHOCEIS lève 1 million d'euros auprès de BUSINESS ANGELS,"mars
2015",PHOCEIS,PHOCEIS
BABYLOAN lève 660 000 euros auprès de ANAXAGO,"mars
2015",BABYLOAN,BABYLOAN
PHILEAS STRAVINARIUS lève 300 000 euros auprès de BUSINESS ANGELS,"mars
2015",PHILEAS STRAVINARIUS,PHILEAS STRAVINARIUS
PIECE DU BOUCHER lève 350 000 euros auprès de BUSINESS ANGELS,"mars
2015",PIECE DU BOUCHER,PIECE DU BOUCHER
PRIVATEASER lève 300 000 euros auprès de BUSINESS ANGELS,"mars
2015",PRIVATEASER,PRIVATEASER
"CEETIZ lève 3 millions d'euros auprès de ENTREPRENEUR VENTURESIGMA, BPIFRANCE","mars
2015",CEETIZ,CEETIZ
FLASHGAP lève 250 000 euros auprès de BUSINESS ANGELS,"mars
2015",FLASHGAP,FLASHGAP
WANNAGO lève 300 000 euros auprès de PACA INVESTISSEMENT,"mars
2015",WANNAGO,WANNAGO
"AZALEAD lève 2 millions d'euros auprès de BUSINESS ANGELS, AURINVEST","mars
2015",AZALEAD,AZALEAD
"CARE LABS et CHEQUE SANTE lève 2 millions d'euros auprès de SORIDEC, SOFIMAC","mars
2015",CARE LABS et CHEQUE SANTE,CARE LABS et CHEQUE SANTE
"ALIZE PHARMA lève 1,8 million d'euros auprès d'investisseurs","mars
2015",ALIZE PHARMA,ALIZE PHARMA
"EASYRECRUE lève 2,5 millions d'euros auprès de BUSINESS ANGELS, ELAIA PARTNERS","mars
2015",EASYRECRUE,EASYRECRUE
UNILEND lève 8 millions d'euros auprès de BUSINESS ANGELS,"mars
2015",UNILEND,UNILEND
"ENERBEE lève 2,5 millions d'euros auprès d'investisseurs","mars
2015",ENERBEE,ENERBEE
FINDSPIRE lève 1 million d'euros auprès d'investisseurs,"mars
2015",FINDSPIRE,FINDSPIRE
MON ITINERANT lève 300 000 euros auprès de BUSINESS ANGELS,"mars
2015",MON ITINERANT,MON ITINERANT
MY POP CORNER lève 500 000 euros auprès d'investisseurs,"mars
2015",MY POP CORNER,MY POP CORNER
"ORTHODIDACTE et ZEUGMO lève 1,6 million d'euros auprès de FA DIESE","mars
2015",ORTHODIDACTE et ZEUGMO,ORTHODIDACTE et ZEUGMO
SNAPKIN lève 300 000 euros auprès d'investisseurs,"mars
2015",SNAPKIN,SNAPKIN
